Publish time,Post type,Title,Reactions,Comments,Shares,Total Engagement,Reach,Permalink
9/10/2025 16:30,Videos,"Choose your fate!  Kung ano ang ma-pause mo, yun ang lalaruin mo! 🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",751,562,64,1377,38807,https://www.facebook.com/Juan365officialpage/videos/2214209809064747/
9/5/2025 16:30,Photos,"Pasko na ba? 🎁 Anong nasa wishlist mo ngayong Ber months, Juankada? 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",629,692,54,1375,41772,https://www.facebook.com/Juan365officialpage/posts/pfbid0e4bzDYK8cv3aewphwrpCCexi3vEMW19Ctu4XmN3nftBrD9i1UqPx3ERaj8EBUak7l
9/6/2025 4:00,Videos,"Congratulations sa 10 lucky Juankada! Enjoy your 300 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",844,464,57,1365,38441,https://www.facebook.com/Juan365officialpage/videos/805716842019095/
8/5/2025 17:59,Photos,"900,000 and counting! 🤯🔥

Juankada, ang lakas niyo talaga! Salamat sa solid n’yong suporta—walang humpay, walang kapantay! 💙🧡

Isang malaking CHEERS para sa inyo! 🥂 Final stretch na to... 1 MILLION, here we come! 🚀

Tuloy lang ang saya, tuloy lang ang laro—kasama si Juan! 🎮🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",725,583,54,1362,64929,https://www.facebook.com/Juan365officialpage/posts/pfbid02upoQCrJNa7V9G1yXxhYym7eGMmt27aqS3DoKGexijNHuAJ7SmaYHYUKqbqyUAaGnl
7/27/2025 15:38,Photos,"600,000 FOLLOWERS! 🙌
Grabe, Juankada—padami tayo nang padami! 💯
Salamat sa solid na suporta at walang sawang love! 💙🧡
Mas pinapasaya n’yo ang Juan365 araw-araw. 🙌
Next goal: 1 MILLION na ‘to! 🚀

#Juan365 #Juan365PH #JuanKada #AllInJuanSaSaya #TheResponsibleJuan",903,399,57,1359,81168,https://www.facebook.com/Juan365officialpage/posts/pfbid02Yy5csu6q2C55iem74XVdNY1ughZCSVC9dbJRhrnrYyAJtj4pm7M2JxhVzaThnJRwl
11/29/2025 7:08,Photos,"Kasali ka na ba sa Surpresa ni Juan? Comment mo nman kung ano gusto mo mapanalunan 🤩

Kung hindi pa… hala, baka ikaw na ang next LUCKY JUAN na mag uuwi ng Mas Pinaganda, Mas Pina-Excite, Mas Pinaraming pa-premyo ni Juan! 🥳

Wag magpahuli—join na at maging parte ng saya at tsansa na manalo ng ultimate surprises! 🚀🎁

#Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaniJuanVer2",634,515,205,1354,39436,https://www.facebook.com/Juan365officialpage/posts/pfbid0ZJrAdocCVF4UVRnXyGd1gcueyRCf4Ce4rzXnURbtuS8MsvRHM6eEyFmCT2nAPBbnl
7/25/2025 19:01,Text,"Touch the slot machine

🎰",599,734,17,1350,148282,https://www.facebook.com/Juan365officialpage/posts/pfbid0i7J9s5EogoQtq151VvHyjfNK8YmPtSC7rVdZwoKnfTpUGUw2S7uMRmMUs6h9L4bDl
11/27/2025 20:00,Photos,"4 Fridays left, Juankada! Pero si Juan, wala nang hintayan — puro pa-surpresa agad!

How To Join:
1️⃣ Like & Follow JuanSports  ( https://www.facebook.com/JuanSportsOfficial )
2️⃣ Share this post ( https://www.facebook.com/share/p/17DN8Ma54a/ ) and mention Juan365  and JuanSports as your caption and don’t forget to use #Juan365  #AllInJuanSaSaya 
3️⃣ Comment your Juan365 User ID below at i-attach ang screenshot bilang proof na nagawa mo ang steps (Like + Follow + Share)

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",802,326,212,1340,57759,https://www.facebook.com/Juan365officialpage/posts/pfbid033aXabSJHbX9QaFJpVez9YUU73zgUBvnvXGhb28ZznrqDfAfEqVGaTUAnndjmov89l
8/16/2025 3:01,Reels,"Walang masama sa paglalaro—
pero ‘wag kalimutang magpahinga.
🎮 Play within your limits.
🧠 JuanMindful Play — laging may kontrol.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",784,451,67,1302,40363,https://www.facebook.com/reel/2010309333072409/
9/3/2025 16:30,Photos,"touch mo naaa!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",628,621,50,1299,59288,https://www.facebook.com/Juan365officialpage/posts/pfbid0qM6mN8SULeik47rNPG5W6PDX5QdbVmu4gkewC14RnxKLcqcDRAAkDaxygCn6zGAfl
9/14/2025 7:00,Photos,"Kung papipiliin ka, Juankada… A or B? Comment mo na sagot mo!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",559,662,77,1298,23516,https://www.facebook.com/Juan365officialpage/posts/pfbid0qYgBwcSakEazo4xqwSAUVr4yj4D8XNjMU3Yhh11gWtKioWuBWmtf8AdnWESUt5MJl
9/5/2025 4:00,Videos,"Flex mo nga, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",694,511,89,1294,28195,https://www.facebook.com/Juan365officialpage/videos/1206624064606703/
8/25/2025 18:35,Photos,"Congrats, Juankada! 

Panalo na naman sa talento! 👏 David Licauco wins the German Moreno Power Tandem Award para sa “Maria Clara at Ibarra” at “Maging Sino Ka Man”! 🌟

Ipagdiwang natin ang tagumpay! 🏆

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",839,371,82,1292,30587,https://www.facebook.com/Juan365officialpage/posts/pfbid0Ju4fU2G5WqW6TB2TiMTU2aBBmhGNsjU8RZKZRYbJTywWHh5PUEWzq5BRdarC6Hxql
7/30/2025 19:00,Photos,"Get in the zone and start strong with 759 Gaming—hot games, real vibes, at legit na thrill sa bawat spin! 🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",793,447,50,1290,63195,https://www.facebook.com/Juan365officialpage/posts/pfbid02LNnv4fBu1mBwJPfi4hbqFzppcvbi2t9iQmX81zLCFYBv36cmHMHWFJxPSB9KycAsl
6/10/2025 20:42,Reels,"Dennis Trillo is now part of the Juan365 Family—mas marami pang pasabog ang darating! 💥 Abang abang lang Juankada!

Register na: https://juan365.ph/

#Juan365 #Juan365PH #AllInJuanSaSaya",1012,125,153,1290,10767,https://www.facebook.com/reel/1042191698057180/
8/18/2025 2:00,Photos,"📌 Important Update, Juankada! 
Dahil sa bagong guidelines ng Bangko Sentral ng Pilipinas, may ilang MOP na hindi na available simula August 16, 2025.

Pero good news! 
Marami pa ring bangko at e-wallets na puwede mong gamitin para smooth ang experience mo sa Juan365.

Kasama n’yo kami para sa responsible at masayang laro.

Follow Juan365 for more updates and surprises! 💙🧡

#Juan365 #Juan365PH #Juankada #AllInJuanSaSaya #TheResponsibleJuan",727,495,65,1287,111599,https://www.facebook.com/Juan365officialpage/posts/pfbid0RGjrppQ6CuoSWZzXm9sJzKH6BPCzD5KFFBmUB7W78413AZ9S79AM6JaiRYzoRh4Ml
11/25/2025 20:00,Photos,"Comment lang, may chance ka nang manalo ng extra rewards!

Paano sumali?
1️⃣ I-comment ang User ID mo + sagot sa tanong na: “Bakit ikaw ang deserve maging Lucky Juankada Commenter?”
2️⃣ Like and follow our official Facebook Page (Juan365)
3️⃣ I-share mo ’tong post

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",597,454,234,1285,24913,https://www.facebook.com/Juan365officialpage/posts/pfbid02vLPxwmqJA6Rc4vP4RbKSwA6cj6K1Zb1fedMATzwV7EQEfuLwMGSa9QqsRQ6ypKKUl
8/14/2025 21:34,Photos,"Yun oh! Kaya check nyo na rin ang Juan365 Live Stream page natin Juankada! 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",775,464,45,1284,88072,https://www.facebook.com/Juan365officialpage/posts/pfbid0UnrTHbzsL1jhGwnCaqviVBBQ7Sk3mTSD8vRLohzTCsifdn14UmBqjvAw5SnBNDAul
9/16/2025 0:29,Photos,"Download the Juan365 app https://apps.apple.com/ph/app/juan365/id6749568347 & join the fun, Juankada!",779,406,94,1279,37236,https://www.facebook.com/photo.php?fbid=122155811576762707&set=a.122094547100762707&type=3
8/9/2025 19:01,Photos,"Mas maraming games, mas maraming chances—mas bonggang rewards! 💸
Tara na, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #GforEveryJuan",744,492,35,1271,68332,https://www.facebook.com/Juan365officialpage/posts/pfbid02zWBrUUpKZxG9qdQvShWg4DfBc5twU674D4bSkSmKXfn4RYAH94awnwTcPXg3mew4l
8/26/2025 21:30,Photos,"Na para bang invited sa kasal! Lapag na mga witty hashtag, Juankada!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",690,489,86,1265,40834,https://www.facebook.com/Juan365officialpage/posts/pfbid02E9XRkEXRy7Z2rc4deF1a5QG3BE5Pb3fqSan26AYPmy1SCBK5bPV4xGmiiz2KqdmZl
7/31/2025 4:00,Photos,"Laro lang ‘pag kaya.
Stop kung kailangan.
🧠 JuanMindful Play — para sa mas safe at masayang gaming.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",830,382,52,1264,62498,https://www.facebook.com/Juan365officialpage/posts/pfbid02ENrDtCF34xitVq66x456eafegBWPXPQDKqWhnxRm7MzPxpPgihK487MnCHyxqHdrl
8/24/2025 21:51,Photos,"Good News, Juankada! 
Tapos na po ang maintenance — OK na ulit ang deposits via GCash, Maya, at QRPH! 🎉

Salamat sa inyong pasensya at patuloy na suporta. Tuloy-tuloy na ulit ang saya! 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",756,409,90,1255,72959,https://www.facebook.com/Juan365officialpage/posts/pfbid0S4iXYuW7DDsXvGkqwZV6Gvmbc83AUMeuR5oPuVAoarUb2BVnp6X2uNsifg7SPsCVl
8/17/2025 23:01,Reels,"Sumbrero na lang ang kulang, kompleto na si Juan. Tara, tulungan natin siya Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",831,351,72,1254,47188,https://www.facebook.com/reel/732189059625804/
8/20/2025 8:00,Photos,"Congrats, Dennis Trillo! Nominated as Best Drama Actor sa 37th Star Awards for Television para sa kanyang role sa Maria Clara at Ibarra! 🎭👏
Always all-in sa galing!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #DennisTrillo",761,417,73,1251,55568,https://www.facebook.com/Juan365officialpage/posts/pfbid02RoyNqZMUHbu8ihRrtRYEbYvW1dLryCHVGW8zM4CKiULM6ciAkW2rL5sxrAYogNLEl
9/2/2025 16:30,Photos,"Manifesting mode on! ✨ Anong deserve mo, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",541,644,63,1248,52633,https://www.facebook.com/Juan365officialpage/posts/pfbid0nrPzaq4C6DQFEMXb9nRxJjZUZhcxehaLHjdzc28nzizLFmv6nHEqGjsvcm26MwRzl
8/16/2025 18:21,Photos,"Congratulations, Dennis Trillo! Best Actor nominee at the 73rd FAMAS Awards for Green Bones. Your Juan365 family is proud of you! 🎉💙🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",803,384,60,1247,66590,https://www.facebook.com/Juan365officialpage/posts/pfbid023pWR4bobrnh9J88UqdXf5kYvcabFmigWPTyZQKqGMY6iravqXgvAwJWfgvhW93cpl
11/18/2025 4:06,Photos,"System Maintenance Notice 🚧

Ang Juan365 ay kasalukuyang sumasailalim sa system maintenance upang mapabuti ang aming serbisyo.

Sa oras na ito, maaaring pansamantalang hindi ma-access ang ilang features ng aming platform.

Salamat po sa inyong pang-unawa at suporta. 🤝

#juan36 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",459,736,36,1231,47095,https://www.facebook.com/Juan365officialpage/posts/pfbid02K2NyD9HiSooGpqTf29YQfxeVRHt5RRcf8A5fAPdBhNEy8LcQiSRX1uMF4z3KERtLl
8/17/2025 19:01,Reels,"REDEEM TIME NA! 💥 May cashback ka? Swipe, click, claim — easy yan!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan  #GforEveryJuan",711,451,65,1227,38870,https://www.facebook.com/reel/766519309123009/
8/22/2025 2:45,Photos,Juan365 updated his cover photo.,816,312,93,1221,791,https://www.facebook.com/photo.php?fbid=122151260870762707&set=a.122127416456762707&type=3
8/18/2025 5:01,Reels,"Para sa Juankada, laging may balik-saya! Claim your Weekly Cashback in just 4 steps!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",820,331,68,1219,41225,https://www.facebook.com/reel/685882464506205/
7/30/2025 4:00,Photos,"Gaming is fun, but your peace comes first.
Learn to pause, reflect, and reset.
⏸️ JuanHit Pause. You got this. 💪

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",726,447,42,1215,58497,https://www.facebook.com/Juan365officialpage/posts/pfbid0Qr4LK1q2PxTdtT79rerUNq2kftNxEsDabr3jEaWfnqnFpUbawagyoq3fNvy2FTHZl
8/14/2025 19:01,Photos,"📢 Mas exciting ‘pag kasama ang buong JuanKada!
Join the Juan365 Telegram Club for all the latest chika, tips, at pa-promo.
One tap away sa fun! 🎉🤑

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",627,555,32,1214,64557,https://www.facebook.com/Juan365officialpage/posts/pfbid0S5bFUzpWKMjUax8qnvc1xsS1gdkPpBZp7mLUomhnKFpy5sTUZRRipfPu7MwFH4WYl
9/15/2025 7:00,Photos,"Represent, represent! 📍 
Comment mo na kung taga saan ka, Juankada + User ID!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",479,596,137,1212,24035,https://www.facebook.com/Juan365officialpage/posts/pfbid021oKqK8yRict3TmMbjpFs8BhttpJNcDJCaotKYtV4R2K6aJXeNpjUqJfy9b2HdBnLl
7/22/2025 6:00,Photos,"Grabe, 400K na! 🙌
Ang saya, ang laki na ng pamilya natin—mas JUANderful, mas maligaya! 🎉
Hindi namin ito magagawa nang wala kayo. Salamat sa walang sawang suporta at pagtangkilik. Kayo ang dahilan kung bakit patuloy ang saya sa Juan365. 💖
Tuloy lang tayo, at marami pa tayong masayang moments na aabangan! 🚀

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",778,320,112,1210,45582,https://www.facebook.com/Juan365officialpage/posts/pfbid02cMDpPtc4NX3a31SHoLhr7BoAWH9TezuzgUxezBDvFA2CdGLDsWnZoBXkC95Bi7u6l
8/24/2025 18:01,Photos,"Let this day be a reminder of the strength and resilience of the Filipino spirit.
Sa bawat kwento ng kabayanihan—mula noon hanggang ngayon—naaalala namin kayo, at pinapahalagahan.
Thank you for your service, your sacrifice, and your heart. 💙🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",805,291,111,1207,43649,https://www.facebook.com/Juan365officialpage/posts/pfbid0XQyzy9z2PWGDJFQvgXWVyswBcp1ysJcnUgvbv9EMgmbQgGg3FeGhA2BmVhhUZ7KAl
8/30/2025 2:53,Reels,"Narinig n’yo na kay James Reid! 
Follow Juan365 para lagi kang updated sa mga promos, events, at pa-surprises! 💙

Play Responsibly, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you! 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",872,269,64,1205,28704,https://www.facebook.com/reel/1481551416525351/
6/10/2025 2:59,Photos,"🎉 Isang Bagong Mukha, Isang Bagong Simula, Isang Juan na Pasabog! 🎉

Juan365 welcomes the Drama King — DENNIS TRILLO — as our official Brand Ambassador! 🙌💙

Handa ka na bang maging swerte araw-araw, kasama ang isang tunay na Juan sa puso?

Welcome to the Juan365 family, Dennis!
Tuloy-tuloy na ang panalong kwento natin — dahil sa Juan365, ikaw ang bida sa bawat araw! 🌟

Ano pang hinihintay mo? Mag-register dito: https://juan365.ph/ 👈

#Juan365  #Juan365PH  #AllInJuanSaSaya",813,158,231,1202,35795,https://www.facebook.com/Juan365officialpage/posts/pfbid04MXPFP3kwtjpKCjFtimU8jALyXMwS63ewrC73He8p9gVfe4wTTHuYk7JPVngXZYel
8/2/2025 4:00,Photos,"Play smart, not stressed. 😌🎮
Si Juan, alam ang limit—kaya laging good vibes lang sa laro!
Keep it balanced, keep it safe, everyJuan. ✅

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",744,400,44,1188,73714,https://www.facebook.com/Juan365officialpage/posts/pfbid02PiK6PnaY5yd11XytVM7JZrin21tK3YWwU4iroNFSYCSzcMGjGZobJRV1y4hGT4zPl
9/15/2025 16:30,Videos,"Gusto mo ba ng maagang Pamasko, Juankada? 🎄

How to Join:
1. I-comment kung ano ang nilolook forward mo this Christmas + iyong User ID.
2. Follow Juan365 .
3. Download the Juan365 App.
4. I-tag ang 5 friends mo.
5. I-comment ang screenshot na naka-follow ka at naka-download ng Juan365 App.
6. Share this post.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",606,415,156,1177,27718,https://www.facebook.com/Juan365officialpage/videos/1084984586774899/
7/29/2025 19:00,Photos,"Spin mo na yang swerte mo! 🎰
Sa Juan365, bawat ikot may kasamang saya—handa ka na ba for non-stop thrill? ✨

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",709,400,59,1168,58804,https://www.facebook.com/Juan365officialpage/posts/pfbid07QSmPhieufhx17yMFe23SnrAVqSLs4uEqaGqk2nMANPcuf1MYzreC1wydkNDWhvQl
7/30/2025 15:08,Photos,"700,000 FOLLOWERS?! 😱🙌
Sino’ng mag-aakala? Juankada, ang lakas niyo talaga!
Walang tatalo sa solid n’yong suporta at walang kupas na love. 💙🧡
Pataas tayo nang pataas—1 MILLION, we’re coming for you! 🚀

#Juan365 #Juan365PH #JuanKada #AllInJuanSaSaya #TheResponsibleJuan",816,276,64,1156,52892,https://www.facebook.com/Juan365officialpage/posts/pfbid02rgXeJbeX7yv7GCupyxF6KMfwPXEuyB8MwUSm3TjNSxnW9kSqTNHPucsVwqrH7zYVl
11/22/2025 16:00,Photos,"Ready ka na ba? Baka ikaw ang tamaan ng swerte today! ⚡

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",584,379,188,1151,27641,https://www.facebook.com/Juan365officialpage/posts/pfbid02Gg5uUDNyqepQP51zCH9iMZzevEMugVa2X5v8Z5pkQbdFYXxmZw2qKm79cbEFP5vRl
8/10/2025 3:00,Photos,"JUAN knows the game — at alam din ang limit.
Play smart, play safe, play happy! 😌🎯

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",718,392,38,1148,54348,https://www.facebook.com/Juan365officialpage/posts/pfbid02uDR8BBmPnAUwjB2BU9fbDwdV1WhSdib5ENAur6WhjepnhgkRNkTHoBjjnimK3f64l
9/14/2025 21:01,Videos,"Start fresh, start smart! Claim your cashback and play again, Juankada!

Download the Juan365 app & join the fun! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",565,493,85,1143,28365,https://www.facebook.com/Juan365officialpage/videos/4027660110712851/
8/1/2025 4:00,Photos,"Si Juan, hindi nagpapadala sa init ng laro.
Kayang maglaro, pero kayang magpahinga.
Ikaw, kamusta ka? Be The Juan in Control. 😌

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",674,424,41,1139,64132,https://www.facebook.com/Juan365officialpage/posts/pfbid02Qvrygi8wp8EayYtU5YcMrJV56NFaYiYC527z7UFtxCNLWU2FTLYaSARGL74YXUHPl
11/23/2025 0:00,Photos,"Counting days till 13th month be like… ⏰💵

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",543,375,217,1135,36734,https://www.facebook.com/Juan365officialpage/posts/pfbid02Wuw2EngiApxLa5ZyPti2NzUeU7x6W8H6WL33q2K1AARsTbEtWNQ1R4hcAqHUf4XEl
7/26/2025 19:00,Photos,"May tanong ka ba o need ng tulong sa Juan365 account mo? 💬
Huwag mahiyang mag-message—DM is the key! 🔑
With Juan365, support is just one chat away. 💙

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",598,490,47,1135,56734,https://www.facebook.com/Juan365officialpage/posts/pfbid02r2k1rUWVuajmK3FGChqbUY4voxwcBTLiL4aumReLTaGz8o1HaGdUmJ4SbJCawxa8l
8/31/2025 8:01,Photos,"Marami ang marunong maglaro, pero si Juan, marunong magpigil.
Kalmado, kalkulado, kampante.
🎮 Play smart. Play safe.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",656,402,67,1125,74916,https://www.facebook.com/Juan365officialpage/posts/pfbid0qDM4cyVaGSy9LVHt1gESdBtvEbHoLpTUN3suPPk5wzADsALW5DDTRpGJqPXNEWWAl
8/5/2025 1:00,Videos,"📝 Bagong player? Register na—easy lang ‘yan!

Here’s your step-by-step guide to create your Juan365 account in minutes! ⚡️

📌 For 21 years old and above only.
🎮 Gaming doesn't guarantee earnings or financial improvement. Stay within your limits. Enjoy and Play Responsibly.

Follow these steps:

1. Go to Juan365 website or open the Juan365 App
2. Click ""Sign Up""
3. Enter your personal mobile number
4. Read and agree to the Terms and Conditions
5. Click ""Register/Login""

✅ That’s it! You’re all set to explore the fun and bonuses with Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #Juankada #TheResponsibleJuan",626,342,155,1123,36479,https://www.facebook.com/Juan365officialpage/videos/788057874223124/
